id,id2,group,pubauthor,pubeditor,pubeditor_type,pubdate,pubtitle,volume,pubshort,staff,publisher,pubplace,series,pp,size,isbn,issn,remark
"39","1.1.2/12","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"1982","Erdélyi magyar szótörténeti tár III. kötet. Dicţionar istoric al lexicului maghiar             din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","III. Elt–Felzs.","SZT.","Szerk.: B. GERGELY Piroska, KÓSA Ferenc, ZS. MAKSAY Mária, NAGY Jenő, VÁMSZER Márta,             VIGH Károly, ZSEMLYEI János. Munkatársak: KELEMEN Béla, SZ. CSÁTI Éva, SZABÓ T. E.             Attila. Lektorok: BREBAN Vasile, EISENBURGER-SZILÁGYI Margit, KISS András.             Anyagrendezés: SZABÓ T. Judit","Kriterion Könyvkiadó","Kolozsvár",–,"1164 pp.","5431 címszó",–,–,"Kiegészítések és javítások az I–II. kötet rövidítésjegyzékeihez (5–7.); az             1163–1164. lapon az első három kötet adatösszesítő táblázatai találhatók."
"40","1.1.2/13","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"1984","Erdélyi magyar szótörténeti tár IV. kötet. Dicţionar istoric al lexicului maghiar             din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","IV. Fém–Ha.","SZT.","Szerk.: P. DOMBI Erzsébet, B. GERGELY Piroska, KÓSA Ferenc, ZS. MAKSAY Mária, NAGY             Jenő, SZABÓ Zsolt, VÁMSZER Márta, VIGH Károly, ZSEMLYEI János. Munkatársak: KELEMEN             Béla, SZ. CSÁTI Éva, SZABÓ T. E. Attila, SZÁSZ Lőrinc. Lektorok: BREBAN Vasile,             EISENBURGER-SZILÁGYI Margit, KISS András. Anyagrendezés: SZABÓ T. Judit","Kriterion Könyvkiadó","Bukarest",–,"1299 pp.","6501 címszó",–,–,"Kiegészítések és javítások az I–III. kötet rövidítésjegyzékeihez (5–7.); az 1299.             lapon a IV. kötet adatösszesítő táblázata található; a hátsó előzéklapra helyesbítések             ragasztva. Szabó T. Attila, aki a szótár „anyagát gyűjtötte és szerkesztette”, 1987-ben             elhunyt."
"41","1.1.2/14","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"1993","Erdélyi magyar szótörténeti tár V. kötet. Dicţionar istoric al lexicului maghiar             din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","V. He–Jü.","SZT.","Szerk.: DALY Ágnes, P. DOMBI Erzsébet, B. GERGELY Piroska, KÓSA Ferenc, KÜRTI Miklós,             ZS. MAKSAY Mária, NAGY Jenő, SERES Zsófia, SZABÓ Zsolt, W. TÖRÖK Judit, VÁMSZER Márta,             VIGH Károly, ZSEMLYEI János. Munkatársak: SZ. CSÁTI Éva, SZABÓ T. Attila, SZÁSZ Lőrinc.             Lektor: KISS András. Anyagrendezés: SZABÓ T. Judit","Akadémiai Kiadó / Kriterion Könyvkiadó","Budapest / Bukarest",–,"XVI+1129 pp.","4732 címszó","ISBN 963056288X (V. kötet). Megj.: Különféle jellegű rövidítések (V–XVI.); az 1129.             lapon az V. kötet adatösszesítő táblázata.",–,–
"42","1.1.2/15","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"1993","Erdélyi magyar szótörténeti tár VI. kötet. Dicţionar istoric al lexicului maghiar             din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","VI. K–Ki.","SZT.","Szerk.: P. BODROGI Katalin, DALY Ágnes, P. DOMBI Erzsébet, B. GERGELY Piroska, KÓSA             Ferenc, KÜRTI Miklós, ZS. MAKSAY Mária, NAGY Jenő, SERES Zsófia, SZABÓ Zsolt, K. TICHY             Magdolna, W. TÖRÖK Judit, VÁMSZER Márta, VIGH Károly, ZSEMLYEI János. Munkatárs: SZÁSZ             Lőrinc. Lektor: KISS András","Akadémiai Kiadó / Kriterion Könyvkiadó","Budapest / Bukarest",–,"1150 pp.","6653 címszó","ISBN 9630564874",–,"Az 1150. lapon a VI. kötet adatösszesítő táblázata."
"43","1.1.2/16","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"1995","Erdélyi magyar szótörténeti tár VII. kötet. Dicţionar istoric al lexicului maghiar             din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","VII. Kl–Ly.","SZT.","Szerk.: P. BODROGI Katalin, DALY Ágnes, P. DOMBI Erzsébet, B. GERGELY Piroska, KÓSA             Ferenc, KÜRTI Miklós, ZS. MAKSAY Mária, NAGY Jenő, SZABÓ György, SZABÓ Zsolt, K. TICHY             Magdolna, W. TÖRÖK Judit, VÁMSZER Márta, ZSEMLYEI János. Munkatárs: SZÁSZ Lőrinc.             Lektor: KISS András","Akadémiai Kiadó / Kriterion Könyvkiadó","Budapest / Bukarest",–,"1257 pp.","7457 címszó","ISBN 9630567040",–,"az 1257. lapon a VII. kötet adatösszesítő táblázata."
"44","1.1.2/17","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"1996","Erdélyi magyar szótörténeti tár VIII. kötet. Dicţionar istoric al lexicului             maghiar din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","VIII. M–Meg.","SZT.","Főszerk.: VÁMSZER Márta. Szerk.: P. Bodrogi Katalin, Daly Ágnes, P. DOMBI Erzsébet,             B. GERGELY Piroska, M. KABÁN Annamária, KISS András, KÓSA Ferenc, KÜRTI Miklós, ZS.             MAKSAY Mária, NAGY Jenő, SZABÓ György, SZABÓ Zsolt, K. TICHY Magdolna, ZSEMLYEI János.             Munkatárs: SZÁSZ Lőrinc. Lektor: KISS András","Akadémiai Kiadó / Kriterion Könyvkiadó","Budapest / Bukarest",–,"1336 pp.","6734 címszó","ISBN 9630573644",–,"az 1336. lapon a VIII. kötet adatösszesítő táblázata."
"45","1.1.2/18","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"1997","Erdélyi magyar szótörténeti tár IX. kötet. Dicţionar istoric al lexicului maghiar             din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","IX. Megy–Op.","SZT.","Főszerk.: VÁMSZER Márta. Szerk.: DALY Ágnes, P. DOMBI Erzsébet, B. GERGELY Piroska,             M. KABÁN Annamária, KÓSA Ferenc, KÜRTI Miklós, ZS. MAKSAY Mária, NAGY Jenő, T. SZABÓ             Csilla, SZABÓ György, ZSEMLYEI János. Munkatárs: SZÁSZ Lőrinc. Lektor: KISS             András","Akadémiai Kiadó / Kriterion Könyvkiadó","Budapest / Bukarest",–,"1105 pp.","4979 címszó","ISBN 963057473X",–,"az 1105. lapon a IX. kötet adatösszesítő táblázata."
"46","1.1.2/19","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"2000","Erdélyi magyar szótörténeri tár X. kötet. Dicţionar istoric al lexicului maghiar             din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","X. Or–P.","SZT.","Főszerk.: VÁMSZER Márta. Szerk.: DALY Ágnes, P. DOMBI Erzsébet, FAZAKAS Emese, B.             GERGELY Piroska, KÓSA Ferenc, KÜRTI Miklós, ZS. MAKSAY Mária, NAGY Jenő, T. SZABÓ             Csilla, SZABÓ György, ZSEMLYEI János. Munkatársak: DORKA-FÁBIÁN Beáta, JAKABHÁZI Réka,             SZÁSZ Lőrinc. Lektor: KISS András","Akadémiai Kiadó / Erdélyi Múzeum-Egyesület","Budapest / Kolozsvár",–,"1093 pp.","6203 címszó","ISBN 9630577054",–,"az 1093. lapon a X. kötet adatösszesítő táblázata."
"47","1.1.2/20","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"2002","Erdélyi magyar szótörténeti tár XI. kötet. Dicţionar istoric al lexicului maghiar             din Transilvania. Historisches Wörterbuch des siebenbürgisch-ungarischen             Wortschatzes.","XI. R–Száj.","SZT.","Főszerk.: VÁMSZER Márta. Szerk.: DALY Ágnes, P. DOMBI Erzsébet, FAZAKAS Emese, B.             GERGELY Piroska, KÁDÁR Edit, KÓSA Ferenc, Kürti Miklós, T. SZABÓ Csilla, SZABÓ György,             K. TICHY Magdolna, ZSEMLYEI János. Munkatársak: DORKA-FÁBIÁN Beáta, SZABÓ Csilla, SZÁSZ             Lőrinc. Lektor: KISS András","Akadémiai Kiadó / Erdélyi MúzeumEgyesület","Budapest / Kolozsvár",–,"1065 pp.","5540 címszó","ISBN 9630565162",–,"az 1065. lapon a XI. kötet adatösszesítő táblázata."
"48","1.1.2/21","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"2005","Erdélyi magyar szótörténeti szótár. Dicţionar istoric al lexicului maghiar din             Transilvania. Historisches Wörterbuch des siebenbürgisch–ungarischen Wortschatzes. XII.             kötet",–,–,–,–,–,–,–,–,–,–,"Szák–Táv. Főszerkesztő: KÓSA Ferenc. A főszerkesztő munkatársai: FAZAKAS Emese és             ZSEMLYEI János . Szerkesztő-munkatársak: ANDRÁS Zselyke, DALY Ágnes, FAZAKAS Emese, B.             GERGELY Piroska, KÁDÁR Edit, KÓSA Ferenc, KÜRTI Miklós, T. SZABÓ Csilla, SZABÓ György,             K. TICHY Magdolna, ZSEMLYEI Borbála. Akadémiai Kiadó, Budapest – Erdélyi Múzeum             Egyesület, Kolozsvár. 1007 pp. 4519 címszó, 37 249 beszerkesztett adalék, 25 cm.ISBN             9630565161 (összkiadás), ISBN 9630582481 (XII. kötet)."
"49","1.1.2/22","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","SZABÓ T. Attila",–,–,"2009","Erdélyi magyar szótörténeti tár XIII. kötet. Dicţionar istoric al lexicului             maghiar din Transilvania. Historisches Wörterbuch des siebenbürgisch–ungarischen             Wortschatzes.",–,–,–,–,–,–,–,–,–,–,"Te – Var. Főszerkesztő: FAZAKAS Emese. Szerkesztő-munkatársak: ANDRÁS Zselyke, DALY             Ágnes, FAZAKAS Emese, B. GERGELY Piroska, KÓSA Ferenc, KÜRTI Miklós, T. SZABÓ Csilla,             SZABÓ György, ZSEMLYEI Borbála. A szócikkeket románul SZÁSZ Lőrinc, németül HOCHBAUER             Mária és VOLKÁN Júlia értlmezte. Lektorálta KISS András. Erdélyi MúzeumEgyesület,             Kolozsvár. 1210 pp. ISBN 9630565161 (összkiadás), ISBN 9789738231825 (XIII.             kötet)."
"50","1.1.2/23","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","BERRÁR Jolán & KÁROLY Sándor",–,–,"1984","Régi magyar glosszárium. Szótárak, szójegyzékek és glosszák egyesített             szótára.",–,"Gl., ill. RMGl.","Munkatársak: E. ABAFFY Erzsébet, K. KESZLER Borbála, KOROMPAI Klára, KÜHL Éva, SIMON             Györgyi, G. SZAMÁK Ágnes, SZÍJ Enikő, ZALA Mária. Lektorok: BENKŐ Loránd, MOLLAY             Károly","Akadémiai Kiadó","Budapest",–,"805 pp.","Kb. 7500 szócikk","ISBN 9630528126. Megj.: Előszó németül és magyarul (7–10.); A szótár anyaga, jellege,             szerkesztési elvei (11–36.); A források részletes ismertetése (36–47.); rövid             Tájékoztató a szótár használatához (47–50.); Különféle rövidítések és jelek (50–55.);             német nyelvű Tájékoztató (57–62.); Tulajdonnevek szótári adatai (793–805.).",–,–
"51","1.1.2/24","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","HARMATTA János & BENKŐ Loránd & BORONKAI Iván & BELLUS Ibolya & SZOVÁK Kornél",–,–,"1987–1999","Lexicon Latinitatis medii aevi Hungariae. A magyarországi középkori latinság             szótára.",–,–,–,–,–,–,"364 pp. ; II. köt. C–clericus. 151 pp. ; II. köt. D–E. 501 pp. ; IV. köt. F–H. 307 pp. ;             V. köt. I. 465 pp.",–,"ISBN 9630541858",–,"Praeses consilii editionem adiuvantis János Harmatta; ad redigendum edendumque             consilio adiuverunt Loránd Benkő (et al.); ad edendum praeparavit Iván Boronkai; ab             Instituto Studiorum Antiquitatis promovendorum Academiae Scientiarum Hungaricae             compositum. A szerk. biz. elnöke: HARMATTA János. Szerk. biz.: BENKŐ Loránd, BORZSÁK             István, CSAPODI Csaba, FÜGEDI Erik, GYŐRFFY György, HADROVICS László, KARÁCSONYi Béla,             KLANICZAY Tibor, MÁLYUSZ Elemér, MEZEY László, MOLLAY Károly, SINKOVICS István, SZÉKELY             György. A kiadásra előkészítette: BORONKAI Iván; a 3. kötettől: BORONKAI Iván és BELLUS             Ibolya. Lektorok: BORZSÁK István, FÜGEDI Erik, ÉRSZEGI Géza (III.) SOLYMOSI László (IV.,             V.). Készült a Magyar Tudományos Akadémia Ókortudományi Kutatócsoportjában. Akadémiai             Kiadó, Budapest. A 3. kötettől: Argumentum Kiadó / Akadémiai Kiadó és Nyomda Vállalat,             Budapest. I. köt. A–B."
"52","1.1.2/25","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.2. Történeti elvű teljes és nyelvtörténeti szótárak","TÓTFALUSI István",–,–,"é. n. [2001?]","Magyar szótörténeti szótár.",–,–,–,"Anno Kiadó","s",–,"578 pp.","24 cm.","ISBN 9633751780",–,"l. [Debrecen?],"
"53","1.1.3.1/1","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.3. Tudományos, illetőleg sajátos rendeltetésű szótárak # 1.1.3.1. Etimológiai szótárak","GOMBOCZ Zoltán & MELICH János",–,–,"1914–1930","Magyar etymologiai szótár I. kötet. Lexicon critico-etymologicum linguae             hungaricae.","I. A–érdëm","EtSz.",–,"Magyar Tudományos Akadémia","Budapest",–,"800 pp.",–,–,–,"(A szótárban hasábszámozás található: 1600 hasáb. A szótár füzetekben jelent meg: I.             A!–Aszó (1914); II. Aszó–Bëcs (1914); III. Bécs–Bori (1914); IV. Bori–Cenk (1915); V.             Cënk–Csajta (1915); VI. Csajta–Csërcse (1916); VII. Csërcse–Csobolyó (1918); VIII.             Csobontos–Daru (1926); IX. Darvadoz–Dunnyog (1927); X. Dunszt–Érdëm (1930). A szótár nem             tartalmaz bevezető részeket, csupán az egyes füzetek borítójának belső oldalain             található meg folytatásokban a rövidítések ideiglenes jegyzéke."
"54","1.1.3.1/2","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.3. Tudományos, illetőleg sajátos rendeltetésű szótárak # 1.1.3.1. Etimológiai szótárak","GOMBOCZ Zoltán & MELICH János",–,–,"1934–1944","Magyar etymologiai szótár II. kötet.","II. Erdő–Geburnus","EtSz.",–,"Magyar Tudományos Akadémia","Budapest",–,"580 pp.",–,–,–,"a szótárban hasábszámozás található: 1160 hasáb. A szótár füzetekben jelent meg: XI.             Erdő–Faristár (1934); XII. Farizeus–Foglár (1936); XIII. Foglár–Francu (1938); XIV.             Francu–Fül (1941); XV. Fül–Gajdel (1942); XVI. Gagymal–Gámbec (1943); XVII. Gambit–Gaz             Geburnus (1944). A szótár nem tartalmaz bevezető részeket, csupán az egyes füzetek             borítójának belső oldalain található meg folytatásokban a rövidítések ideiglenes             jegyzéke. A XIII. füzettől Melich János a szótár egyedüli szerzője. A szótár torzóban             maradt."
"55","1.1.3.1/3","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.3. Tudományos, illetőleg sajátos rendeltetésű szótárak # 1.1.3.1. Etimológiai szótárak","BÁRCZI Géza",–,–,"1941","Magyar szófejtő szótár.",–,"SzófSz.",–,"Királyi Magyar Egyetemi Nyomda","Budapest",–,"XXIV+348 pp.","Kb. 6000 címszó",–,–,"Tájékoztató (V–XVIII.); A forrásmunkák rövidítésének jegyzéke (XIX–XXIII.). A 348.             lap után beragasztva: A szövegben előforduló rövidítések jegyzéke ; egyes példányokhoz,             néha a hátsó borítóra ragasztva 15 „obszcén” szó gépiratos jegyzéke csatolva."
"56","1.1.3.1/4","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.3. Tudományos, illetőleg sajátos rendeltetésű szótárak # 1.1.3.1. Etimológiai szótárak","BÁRCZI Géza",–,–,"1991, 1994/2","Magyar szófejtő szótár.",–,–,–,"Trezor Kiadó","Budapest",–,"XXIV+348 pp.","Kb. 6000 címszó","ISBN 9637685413 (1994/2/)",–,"az 1941-es első kiadás reprint kiadása. A kiadó ajánlása (III–IV.); Tájékoztató             (V–XVIII.); A forrásmunkák rövidítésének jegyzéke (XIX–XXIII.). A 348. lap után             beragasztva: A szövegben előforduló rövidítések jegyzéke."
"57","1.1.3.1/5","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.3. Tudományos, illetőleg sajátos rendeltetésű szótárak # 1.1.3.1. Etimológiai szótárak",–,"BENKŐ Loránd","főszerk","1967, vtlan leny.: 1984/2/1995/2","A magyar nyelv történeti-etimológiai szótára. Első kötet.","I. A–Gy.","TESz.","Szerk.: KISS Lajos, PAPP László. Írták: FARKAS Vilmos, S. HÁMORI Antónia, HEXENDORF             Edit, P. HIDVÉGI Andrea, KISS Lajos, KUBÍNYI László, PAPP László, PUSZTAI Ferenc.             Főmunkatársak: BAKOS Ferenc, ERDÉLYI István, N. KAKUK Zsuzsa, MOLLAY Károly.             Munkatársak: FEHÉRTÓI Katalin, KISS Gabriella, KISS Jenő, KOZMA Magdolna, CZ. PAPP             Katalin, SIMON Györgyi, VÉRTES Edit. Lektorok: BÁRCZI Géza (általános lektor), CZEGLÉDY             Károly, GÁLDI László, HADROVICS László, HUTTERER Miklós, IMRE Samu, KÁROLY Sándor,             KNIEZSA István, LIGETI Lajos, O. NAGY Gábor, RÉDEI Károly, TOMPA József, BÍRÓ Izabella             (német nyelvi lektor)","Akadémiai Kiadó","Budapest",–,"1142 pp.","3517 főcímszó, 1173 alcímszó","ISBN 9630538091 (1995, összkiadás). Megj.: Előszó , Tájékoztató a szótár használatához             , Forrásjelzések és Egyéb rövidítések (1–84.). Készült a Magyar Tudományos Akadémia             Nyelvtudományi Intézetének és az Eötvös Loránd Tudományegyetem I. sz. Magyar Nyelvészeti             Tanszékének közös munkájaként.)",–,–
"58","1.1.3.1/6","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.3. Tudományos, illetőleg sajátos rendeltetésű szótárak # 1.1.3.1. Etimológiai szótárak",–,"BENKŐ Loránd","főszerk","1970, vtlan leny.: 1995","A magyar nyelv történeti-etimológiai szótára. Második kötet.","II. H–Ó.","TESz.","Szerk.: KISS Lajos, PAPP László. Írták: FARKAS Vilmos, S. HÁMORI Antónia, HEXENDORF             Edit, P. HIDVÉGI Andrea, KISS Jenő, KISS Lajos, KUBÍNYI László, PAPP László, PUSZTAI             Ferenc, ZSILINSZKY Éva. Főmunkatársak: BAKOS Ferenc, ERDÉLYI István, N. KAKUK Zsuzsa,             MOLLAY Károly. Munkatársak: FEHÉRTÓI Katalin, I. GALLASY Magdolna, KOZMA Magdolna, CZ.             PAPP Katalin, J. PAPP Zsuzsanna, SZÍJ Enikő, ZELLIGER Erzsébet. Lektorok: BÁRCZI Géza             (általános lektor), CZEGLÉDY Károly, GÁLDI László, HADROVICS László, HUTTERER Miklós,             IMRE Samu, KÁROLY Sándor, LIGETI Lajos, O. NAGY Gábor, RÉDEI Károly, TOMPA József, BÍRÓ             Izabella (német nyelvi lektor)","Akadémiai Kiadó","Budapest",–,"1111 pp.","3561 főcímszó, 1227 alcímszó","ISBN 963056839X (1995, összkiadás). Megj.: Forrásjelzések és egyéb rövidítések             (ideiglenes kiegészítés I–VIII.) befűzetlen ív. Készült a Magyar Tudományos Akadémia             Nyelvtudományi Intézetének és az Eötvös Loránd Tudományegyetem I. sz. Magyar Nyelvészeti             Tanszékének közös munkájaként.",–,–
